Claim Date,Customer ID,Customer Zip Code,DB Update Date,Insurance Expiry Date,Insurance Status,Model Line,Original Source,Product Production Date,Status,Sub Model Line,Sub Status,Vendor ID,Holding Fee,Insurance Amount,Storage Fee,Total Acquisition Cost
4/09/2006,J12628015,4169,12/08/2011,24/11/2011,Recently Expired,Core,Public Company,21/04/1993,COMPLETE,Compact,Complete,3016,0,104,76,12000
,J12608775,4169,25/11/2009,28/10/2009,Expired Over 2 Years Ago,Core,Public Company,14/12/1996,INCOMPLETE,Dual Phase,Incomplete,,0,872,92,54960
28/06/2005,J12554497,4169,8/02/2010,22/05/2010,Recently Expired,Core,Public Company,1/10/1993,COMPLETE,Single Phase,Complete,29244,0,1472,24,17544
31/08/2007,J12680230,4169,28/06/2010,7/08/2010,Recently Expired,Core,Technical Doc,30/06/1996,COMPLETE,Single Phase,Complete,148608,0,596,128,16960
,J12889250,4169,30/12/2007,,Unknown Status,Bat,Public Company,24/02/1993,INCOMPLETE,3 Phase,Incomplete,,0,548,412,80400
31/01/2008,J12780435,4169,12/07/2007,,Unknown Status,Bat,State,23/06/1993,COMPLETE,3 Phase,Complete,148080,0,892,404,37840
,J12653613,4169,3/01/2007,,Unknown Status,Yard,Public Company,11/04/1996,INCOMPLETE,3 Phase,Incomplete,,0,1636,1204,13472
24/02/2008,J12820411,4169,12/05/2008,,Unknown Status,Yard,Corporate System,24/11/1996,COMPLETE,3 Phase,Complete,18096,0,4,1256,86040
,J12648633,4169,2/03/2009,,Unknown Status,Yard,Public Company,1/02/1999,INCOMPLETE,3 Phase,Incomplete,,0,1536,1448,17792
,J13021587,4169,31/03/2011,21/12/2009,Expired Over 2 Years Ago,Yard,State,24/04/1997,INCOMPLETE,3 Phase,Incomplete,,0,792,1440,26648
13/08/2008,J12955728,4169,10/08/2008,,Unknown Status,Yard,State,11/11/1999,COMPLETE,3 Phase,Complete,21512,0,1260,180,22736
6/06/2005,J12551995,4169,9/12/2010,25/05/2011,Recently Expired,Core,State-Public,7/04/1992,COMPLETE,Compact,Complete,29244,0,972,16,17492
25/03/2005,J12549740,4169,26/01/2010,22/12/2009,Expired Over 2 Years Ago,Core,State-Public,12/11/1992,COMPLETE,Compact,Complete,21512,0,268,108,10240
19/09/2006,J12640463,4169,9/12/2006,,Unknown Status,Yard,Public Company,9/04/1996,COMPLETE,5 Phase,Complete,29244,0,1136,364,52560
21/09/2007,J12682667,4169,20/08/2007,,Unknown Status,Bat,Public Company,5/07/1993,COMPLETE,5 Phase,Complete,29244,0,148,444,87920
26/10/2007,J12751844,4169,8/03/2011,,Unknown Status,Yard,Corporate System,10/05/2001,COMPLETE,5 Phase,Complete,148080,0,288,972,13044
11/11/2007,J12749968,4169,20/09/2007,,Unknown Status,Core,Public Company,29/04/1998,COMPLETE,Dual Phase,Complete,29244,0,816,640,18428
,J12852051,4169,17/06/2008,,Unknown Status,Core,Public Company,9/11/2000,INCOMPLETE,Dual Phase,Incomplete,,0,360,468,22944
21/08/2008,J12983102,4169,15/04/2009,,Unknown Status,Core,Public Company,5/04/2001,COMPLETE,Dual Phase,Complete,29244,0,1476,600,11156
22/04/2008,J12922660,4169,11/03/2008,,Unknown Status,Core,Public Company,18/11/1997,COMPLETE,Compact,Complete,29244,0,1804,428,17300
23/06/2008,J12952282,4169,27/05/2008,,Unknown Status,Core,Public Company,13/04/1998,COMPLETE,Compact,Complete,29244,0,1012,560,27584
,J12783599,4169,31/12/2007,,Unknown Status,Core,Public Company,14/02/1998,INCOMPLETE,Compact,Incomplete,,0,1456,8,25844
21/10/2008,J12977551,4169,13/08/2008,,Unknown Status,Core,Public Company,14/06/2002,COMPLETE,Compact,Complete,29244,0,248,108,28096
20/03/2008,J12836160,4169,25/04/2008,,Unknown Status,Core,Public Company,8/08/2001,COMPLETE,Compact,Complete,29244,0,1232,508,98160
11/06/2010,J13035903,4169,4/08/2010,12/05/2011,Recently Expired,Core,Public Company,29/07/2000,COMPLETE,Compact,Complete,29244,0,1200,16,50320
,J12659799,2577,13/02/2010,16/07/2010,Recently Expired,Core,Corporate System,20/04/1997,INCOMPLETE,Dual Phase,Incomplete,,0,452,124,99680
10/12/2007,J12786846,2577,20/11/2007,,Unknown Status,Yard,Public Company,15/06/2000,COMPLETE,5 Phase,Complete,34544,0,328,1304,77680
11/11/2007,J12738398,2577,27/09/2007,,Unknown Status,Core,Public Company,12/02/1999,COMPLETE,Dual Phase,Complete,34544,0,20,168,12472
19/08/2007,J12680633,2258,27/12/2009,21/02/2010,Expired Over 2 Years Ago,Core,State-Public,20/06/1994,COMPLETE,Dual Phase,Complete,6492,0,1188,20,72760
8/11/2007,J12775784,2790,10/02/2010,31/10/2010,Recently Expired,SK Edition,Technical Doc,29/10/1997,COMPLETE,2 Piece,Complete,200084,0,3424,412,41796
,J13028238,4870,25/10/2011,30/11/2011,Recently Expired,Yard,State-Public,7/12/1996,INCOMPLETE,Dual Phase,Incomplete,,0,144,456,20844
,J12754639,4870,18/08/2007,,Unknown Status,Core,State,1/06/1998,INCOMPLETE,Dual Phase,Incomplete,,0,1340,64,11532
2/01/2008,J12726430,4870,2/09/2007,,Unknown Status,Core,State,16/04/1998,COMPLETE,Compact,Complete,148424,0,1184,144,32200
19/09/2007,J12701175,3419,5/10/2007,,Unknown Status,Core,Public Company,27/10/1999,COMPLETE,Compact,Complete,1692,0,1148,48,54680
15/10/2007,J12738815,3419,8/10/2007,,Unknown Status,Core,Public Company,19/03/1999,COMPLETE,Compact,Complete,148960,0,80,324,22188
23/08/2007,J12705073,3419,1/05/2009,,Unknown Status,Core,Public Company,20/08/1999,COMPLETE,Compact,Complete,1692,0,244,80,81440
,J12730719,,12/11/2007,,Unknown Status,Core,Public Company,9/07/1997,INCOMPLETE,Dual Phase,Incomplete,,0,1408,212,20400
,J12603798,2259,24/07/2005,,Unknown Status,Yard,State,3/05/1996,INCOMPLETE,3 Phase,Incomplete,,0,516,1216,14548
,J12780968,2259,29/11/2007,,Unknown Status,Yard,Public Company,9/03/2001,INCOMPLETE,3 Phase,Incomplete,,0,568,1340,18156
,J12981830,2259,3/03/2011,16/06/2011,Recently Expired,Yard,Public Company,28/12/1998,INCOMPLETE,3 Phase,Incomplete,,0,880,396,12848
,J12568723,2259,6/07/2005,,Unknown Status,Yard,State,15/08/1996,INCOMPLETE,3 Phase,Incomplete,,0,148,820,11940
11/11/2005,J12555856,2259,13/04/2010,14/08/2010,Recently Expired,Core,Technical Doc,22/06/1992,COMPLETE,Compact,Complete,6492,0,868,4,15120
30/11/2005,J12557673,2259,23/12/2009,21/01/2010,Expired Over 2 Years Ago,Core,State-Public,16/06/1992,COMPLETE,Compact,Complete,6492,0,452,112,12368
26/09/2007,J12671667,2259,23/05/2007,,Unknown Status,Bat,State,3/06/1993,COMPLETE,5 Phase,Complete,6492,0,656,152,23240
7/10/2007,J12673443,2259,23/07/2007,,Unknown Status,Yard,State,13/02/1996,COMPLETE,5 Phase,Complete,6492,0,1248,684,56800
25/10/2007,J12820182,2259,17/09/2007,,Unknown Status,Yard,State,24/08/2001,COMPLETE,5 Phase,Complete,148112,0,340,324,12876
16/05/2009,J13021751,2259,30/05/2010,31/10/2010,Recently Expired,Yard,State,13/03/1996,COMPLETE,5 Phase,Complete,6492,0,584,692,46880
15/06/2005,J12556175,2259,10/01/2010,1/10/2010,Recently Expired,SK Edition,State-Public,3/06/1993,COMPLETE,2 Piece,Complete,149712,0,252,28,36400
19/07/2008,J12902771,2259,3/04/2008,,Unknown Status,Core,State,1/04/1998,COMPLETE,Dual Phase,Complete,6492,0,256,484,64760
21/01/2008,J12828219,2259,27/04/2011,,Unknown Status,Core,Corporate System,16/01/2002,COMPLETE,Dual Phase,Complete,148112,0,1240,260,75680
18/02/2008,J12854269,2259,9/07/2008,,Unknown Status,Core,State,7/12/2000,COMPLETE,Dual Phase,Complete,6492,0,1520,608,52880
,J12845026,2259,10/01/2008,,Unknown Status,Core,State,19/08/2001,INCOMPLETE,Dual Phase,Incomplete,,0,688,620,36680
8/11/2008,J12997430,2259,24/11/2008,29/09/2009,Expired Over 2 Years Ago,Core,State,21/08/1999,COMPLETE,Compact,Complete,6492,0,324,116,68760
31/10/2007,J12783255,2259,7/11/2007,,Unknown Status,Core,Public Company,15/09/1999,COMPLETE,Compact,Complete,6492,0,1320,256,21456
14/10/2007,J12767374,2259,17/09/2007,,Unknown Status,Core,Public Company,24/11/1999,COMPLETE,Compact,Complete,6492,0,300,20,21084
,J12599914,2661,21/12/2009,21/08/2010,Recently Expired,Core,Corporate System,18/01/1994,INCOMPLETE,Compact,Incomplete,,0,144,128,13152
,J12554929,5373,19/10/2009,12/01/2010,Expired Over 2 Years Ago,Core,Corporate System,11/02/1992,INCOMPLETE,Dual Phase,Incomplete,,0,1120,64,75480
23/05/2008,J12915029,5373,17/05/2008,,Unknown Status,Bat,State,14/06/1993,COMPLETE,3 Phase,Complete,36268,0,444,40,11024
31/03/2008,J12846145,5373,28/10/2007,,Unknown Status,Bat,State,17/02/1993,COMPLETE,5 Phase,Complete,36268,0,400,336,41040
10/07/2008,J12913200,5373,12/04/2008,,Unknown Status,Core,State,10/06/1997,COMPLETE,Dual Phase,Complete,36268,0,640,364,28640
30/10/2007,J12712690,5373,3/04/2009,,Unknown Status,Core,Corporate System,19/03/1999,COMPLETE,Compact,Complete,36268,0,904,464,61440
,J12552552,,8/07/2010,6/11/2008,Expired Over 2 Years Ago,Core,Technical Doc,21/12/1992,INCOMPLETE,Compact,Product Destroyed,,0,1000,128,78400
24/02/2008,J12846860,2620,15/11/2010,14/10/2011,Recently Expired,Core,State-Public,23/12/1996,COMPLETE,Dual Phase,Complete,26460,0,1316,0,11680
28/02/2008,J12814338,2620,15/03/2010,1/03/2011,Recently Expired,Core,State-Public,11/02/1997,COMPLETE,Dual Phase,Complete,26460,0,580,80,63040
27/07/2008,J12951687,2620,21/05/2008,,Unknown Status,Yard,State,18/11/2002,COMPLETE,Dual Phase,Complete,26460,0,52,152,48280
13/07/2006,J12600660,2620,25/09/2009,4/11/2009,Expired Over 2 Years Ago,Yard,State-Public,26/10/1997,COMPLETE,Dual Phase,Complete,147608,0,272,584,10880
14/08/2008,J12968923,2620,23/06/2008,,Unknown Status,Bat,State,24/05/1993,COMPLETE,3 Phase,Complete,149992,100,396,252,73040
14/04/2008,J12932362,2620,3/07/2008,,Unknown Status,Yard,State,2/04/1996,COMPLETE,3 Phase,Complete,26460,0,464,1276,13520
20/07/2005,J12552482,2620,12/07/2009,6/07/2010,Recently Expired,Core,State-Public,12/05/1993,COMPLETE,Compact,Complete,26460,0,1252,24,86080
,J12889391,2620,5/06/2008,,Unknown Status,Core,State,5/04/2000,INCOMPLETE,Dual Phase,Incomplete,,0,1628,108,19060
5/03/2008,J12832205,2620,3/06/2008,,Unknown Status,Core,State,2/03/2002,COMPLETE,Dual Phase,Complete,26460,0,1476,192,11764
15/02/2008,J12834389,2620,1/07/2009,5/11/2009,Expired Over 2 Years Ago,Core,State,18/08/2002,COMPLETE,Compact,Complete,26460,0,1848,48,21044
9/04/2008,J12845232,6044,24/01/2008,,Unknown Status,Core,Public Company,6/11/2001,COMPLETE,Compact,Complete,3296,0,204,312,26460
7/11/2007,J12739704,4306,28/09/2007,,Unknown Status,Yard,State,19/12/1997,COMPLETE,3 Phase,Complete,27828,0,476,928,28044
10/02/2006,J12562304,4306,25/12/2009,30/01/2010,Expired Over 2 Years Ago,Core,State-Public,11/12/1994,COMPLETE,Compact,Complete,3972,0,1264,24,60000
,J12758024,4306,29/10/2007,,Unknown Status,Yard,State,5/08/2000,INCOMPLETE,5 Phase,Incomplete,,0,808,124,33960
6/06/2008,J12920589,4306,26/03/2008,,Unknown Status,SL-300,Technical Doc,3/07/1998,COMPLETE,Dual Phase,Complete,200220,0,3292,1016,26700
,J13008691,812,20/03/2009,27/09/2003,Expired Over 2 Years Ago,Core,Technical Doc,3/07/1994,INCOMPLETE,Compact,Incomplete,,0,120,0,12720
,J12649415,812,13/11/2009,30/09/2010,Recently Expired,Core,State,16/07/1995,INCOMPLETE,5 Phase,Incomplete,,0,1348,108,13364
18/07/2007,J12688466,812,14/11/2009,23/01/2010,Expired Over 2 Years Ago,Core,State-Public,8/09/1995,COMPLETE,5 Phase,Complete,147368,0,192,80,64320
18/09/2007,J12705704,812,8/12/2009,6/12/2009,Expired Over 2 Years Ago,Core,State-Public,2/01/1997,COMPLETE,Dual Phase,Complete,147368,0,1632,32,17200
13/07/2006,J12632386,812,9/12/2009,10/09/2010,Recently Expired,Core,State-Public,5/04/1997,COMPLETE,Dual Phase,Complete,147368,0,488,60,90120
,J12826402,812,8/03/2010,15/04/2010,Recently Expired,Core,State-Public,15/08/1996,INCOMPLETE,Compact,Incomplete,,0,1452,92,57480
19/05/2006,J12617892,812,12/09/2009,13/06/2010,Recently Expired,Core,State-Public,15/02/1997,COMPLETE,Compact,Complete,147368,0,96,32,10940
13/06/2008,J12916743,812,24/04/2010,10/09/2010,Recently Expired,Core,State-Public,1/02/1992,COMPLETE,Compact,Complete,147368,0,856,84,40400
18/10/2007,J12763592,812,26/06/2007,,Unknown Status,Bat,State,7/08/1993,COMPLETE,5 Phase,Complete,147368,0,140,96,73920
,J12758767,812,4/09/2007,,Unknown Status,Yard,State,12/07/2000,INCOMPLETE,5 Phase,Incomplete,,0,1208,96,11348
,J12692968,812,7/05/2008,,Unknown Status,Yard,Public Company,1/11/1998,INCOMPLETE,5 Phase,Incomplete,,0,168,164,24312
1/11/2007,J12770564,812,22/10/2007,,Unknown Status,Yard,State,1/05/2000,COMPLETE,5 Phase,Complete,147368,0,368,880,20984
8/06/2007,J12658936,812,10/04/2007,,Unknown Status,Adventure,State,27/03/1996,COMPLETE,Large,Complete,147368,0,532,884,19132
,J12564385,812,28/02/2010,4/03/2010,Expired Over 2 Years Ago,Adventure,Technical Doc,27/08/1992,INCOMPLETE,Large,Incomplete,,0,340,116,99040
17/07/2008,J12915128,812,24/08/2009,19/01/2010,Expired Over 2 Years Ago,Adventure,State-Public,28/10/1992,COMPLETE,Large,Complete,147368,0,928,24,14068
8/12/2007,J12760510,812,26/08/2007,,Unknown Status,Core,State,10/10/1998,COMPLETE,Dual Phase,Complete,147368,0,328,524,24140
1/12/2007,J12759246,812,21/07/2007,,Unknown Status,Core,State,4/12/1998,COMPLETE,Dual Phase,Complete,147368,0,1776,380,89680
,J13035815,812,5/02/2010,16/06/2010,Recently Expired,Core,State-Public,14/03/1998,INCOMPLETE,Dual Phase,Incomplete,,960,332,212,13804
8/06/2008,J12942363,812,12/07/2008,,Unknown Status,Core,State,13/12/1997,COMPLETE,Dual Phase,Complete,147368,0,84,2556,20692
5/01/2008,J12793605,812,22/08/2008,,Unknown Status,Core,State,20/12/2001,COMPLETE,Dual Phase,Complete,147368,0,244,20,13164
,J12983459,812,25/07/2008,,Unknown Status,Core,Public Company,22/08/1997,INCOMPLETE,Dual Phase,Incomplete,,0,1440,1884,94520
15/10/2007,J12763858,812,29/08/2007,,Unknown Status,Core,State,12/06/1998,COMPLETE,Dual Phase,Complete,147368,0,212,184,83840
29/04/2009,J13022694,812,4/07/2009,17/03/2009,Expired Over 2 Years Ago,Core,Technical Doc,6/05/1998,COMPLETE,Compact,Complete,147368,0,168,148,20104
,J12918701,812,13/10/2009,,Unknown Status,Core,Technical Doc,2/05/1999,INCOMPLETE,Compact,Incomplete,,0,1072,600,12572
10/08/2008,J12970804,812,28/05/2008,,Unknown Status,Core,State,28/03/2001,COMPLETE,Compact,Complete,147368,0,520,656,20312
,J12883554,812,11/06/2008,,Unknown Status,Core,State,9/01/2001,INCOMPLETE,Compact,Incomplete,,0,1396,604,84560
2/03/2008,J12884081,812,8/02/2008,,Unknown Status,Core,State,3/07/2000,COMPLETE,Compact,Complete,147368,0,1716,480,97560
,J12871796,813,11/12/2007,,Unknown Status,Core,State,5/07/2002,INCOMPLETE,Dual Phase,Incomplete,,0,32,444,21520
19/02/2009,J13018247,,10/03/2009,16/02/2009,Expired Over 2 Years Ago,Yard,Public Company,8/08/2001,COMPLETE,5 Phase,Complete,147368,0,724,956,58160
19/03/2009,J13019479,,13/04/2009,29/05/2009,Expired Over 2 Years Ago,Adventure,Technical Doc,10/09/1995,COMPLETE,Large,Complete,3972,0,76,1012,23844
18/04/2005,J12552465,4306,14/12/2009,10/10/2010,Recently Expired,Core,State-Public,13/08/1993,COMPLETE,Dual Phase,Complete,3972,0,464,0,98360
,J12554394,4306,13/12/2009,14/07/2010,Recently Expired,Core,State-Public,29/03/1993,INCOMPLETE,Dual Phase,Incomplete,,0,836,84,23680
3/09/2008,J12935254,4306,29/07/2008,,Unknown Status,Bat,State,30/05/1993,COMPLETE,3 Phase,Complete,3972,0,688,300,56440
23/09/2006,J12628704,4306,16/05/2008,,Unknown Status,Yard,Technical Doc,14/09/1996,COMPLETE,3 Phase,Complete,3972,0,184,284,13540
5/01/2006,J12559268,4306,25/12/2009,6/03/2010,Recently Expired,Core,State-Public,10/02/1993,COMPLETE,Compact,Complete,14208,0,1392,140,12924
2/06/2008,J12949318,4306,25/05/2008,,Unknown Status,Core,State,22/04/2000,COMPLETE,Dual Phase,Complete,21512,0,912,564,11228
,J12728042,4306,23/09/2009,,Unknown Status,Core,Technical Doc,27/11/1998,INCOMPLETE,Dual Phase,Incomplete,,0,1124,404,82080
30/10/2007,J12715571,4306,30/08/2007,,Unknown Status,Core,State,14/07/1998,COMPLETE,Dual Phase,Complete,3972,0,804,8,15720
26/10/2007,J12735274,4306,2/09/2007,,Unknown Status,Core,State,16/06/1998,COMPLETE,Dual Phase,Complete,3972,0,1544,80,70040
27/05/2008,J12970146,4306,2/07/2008,,Unknown Status,Core,State,1/04/2001,COMPLETE,Compact,Complete,14208,0,800,536,23088
9/08/2008,J12940081,4306,12/08/2008,,Unknown Status,Core,State,13/10/2000,COMPLETE,Compact,Complete,3972,0,580,152,20696
15/11/2005,J12557725,,24/01/2010,24/12/2006,Expired Over 2 Years Ago,Adventure,State,26/02/1992,COMPLETE,Large,Complete,20364,0,756,116,45720
,J12568019,2450,5/09/2005,,Unknown Status,Yard,State,16/04/1998,INCOMPLETE,5 Phase,Incomplete,,0,684,536,88080
18/05/2007,J12669122,6152,13/01/2010,19/01/2010,Expired Over 2 Years Ago,Core,Technical Doc,26/01/1994,COMPLETE,Dual Phase,Complete,149840,0,652,124,78000
,J13011418,6152,27/08/2008,,Unknown Status,Yard,State,26/09/2001,INCOMPLETE,Dual Phase,Incomplete,,0,856,524,78800
16/11/2007,J12759689,6152,9/04/2007,,Unknown Status,SL-300,State,8/05/1997,COMPLETE,Dual Phase,Complete,147788,0,3460,1512,44680
1/09/2008,J12939361,6152,12/07/2008,,Unknown Status,Core,State,13/05/2000,COMPLETE,Dual Phase,Complete,23896,0,208,428,10716
12/02/2008,J12864098,6152,5/02/2011,,Unknown Status,Core,Corporate System,31/07/2000,COMPLETE,Dual Phase,Complete,150268,0,1420,388,93280
,J12738703,6152,9/10/2007,,Unknown Status,Core,State,22/05/1999,INCOMPLETE,Compact,Incomplete,,0,812,584,24764
,J12830140,6152,23/04/2008,,Unknown Status,Core,State,21/10/2000,INCOMPLETE,Compact,Incomplete,,0,344,188,24440
29/09/2006,J12637438,,22/06/2010,17/02/2010,Expired Over 2 Years Ago,Core,Technical Doc,17/09/1992,COMPLETE,Compact,Complete,18096,0,728,68,84240
23/08/2008,J13002661,,17/11/2009,,Unknown Status,Yard,Technical Doc,31/07/2000,COMPLETE,5 Phase,Complete,11204,0,460,1096,26212
15/02/2011,J13041205,6163,11/01/2011,24/01/2011,Recently Expired,Core,Corporate System,26/01/1994,COMPLETE,Compact,Complete,151392,0,376,0,69200
24/08/2007,J12676150,6163,6/12/2009,29/03/2010,Expired Over 2 Years Ago,Core,Corporate System,15/12/1996,COMPLETE,Dual Phase,Complete,17492,0,1352,84,34960
,J12552852,6163,11/02/2010,19/09/2010,Recently Expired,Core,Corporate System,21/12/1992,INCOMPLETE,Dual Phase,Incomplete,,0,752,124,62760
,J12977703,6163,1/10/2009,,Unknown Status,Yard,Corporate System,28/12/2000,INCOMPLETE,Dual Phase,Incomplete,,0,1020,324,43600
4/05/2006,J12565686,6163,12/01/2010,8/06/2010,Recently Expired,Yard,Corporate System,3/01/1997,COMPLETE,Dual Phase,Complete,17492,0,236,244,93800
28/08/2007,J12670707,6163,19/09/2007,,Unknown Status,Yard,State,3/09/1999,COMPLETE,Dual Phase,Complete,17492,0,296,804,19920
17/06/2006,J12589435,6163,16/10/2009,24/05/2010,Recently Expired,Yard,Corporate System,13/07/1998,COMPLETE,Dual Phase,Complete,17492,0,760,76,17636
,J12606382,6163,3/11/2009,30/11/2009,Expired Over 2 Years Ago,Yard,Corporate System,13/12/1998,INCOMPLETE,Dual Phase,Incomplete,,0,1332,468,15880
14/06/2006,J12605131,6163,8/01/2010,1/10/2010,Recently Expired,Core,Corporate System,2/05/1996,COMPLETE,Single Phase,Complete,17492,0,224,20,25480
14/07/2007,J12667916,6163,12/07/2007,,Unknown Status,Bat,State,23/06/1993,COMPLETE,3 Phase,Complete,17492,0,484,148,35200
,J12778475,6163,10/01/2008,,Unknown Status,Bat,State,30/01/1994,INCOMPLETE,3 Phase,Incomplete,,0,704,480,69760
,J12676601,6163,24/04/2007,,Unknown Status,Bat,State,5/11/1993,INCOMPLETE,3 Phase,Incomplete,,0,52,4,57880
16/06/2008,J12909840,6163,12/06/2008,,Unknown Status,Yard,State,10/12/1998,COMPLETE,3 Phase,Complete,17492,0,132,672,28840
5/06/2006,J12625831,6163,3/01/2010,22/04/2010,Recently Expired,Core,Corporate System,31/10/1992,COMPLETE,Compact,Complete,17492,0,500,40,14068
,J12563839,6163,21/11/2009,6/03/2010,Expired Over 2 Years Ago,Core,Corporate System,11/04/1995,INCOMPLETE,Compact,Incomplete,,0,1000,120,35360
23/05/2005,J12550931,6163,31/10/2009,17/07/2010,Recently Expired,Core,Corporate System,18/06/1993,COMPLETE,Compact,Complete,17492,0,352,60,89800
,J12607337,6163,24/12/2009,7/01/2010,Expired Over 2 Years Ago,Core,Corporate System,15/08/1993,INCOMPLETE,Compact,Incomplete,,0,852,96,12136
20/11/2006,J12655457,6163,4/12/2009,15/12/2009,Expired Over 2 Years Ago,Core,Corporate System,3/08/1996,COMPLETE,Compact,Complete,17492,0,928,108,32400
7/06/2005,J12549499,6163,4/01/2010,14/11/2009,Expired Over 2 Years Ago,Core,Corporate System,27/01/1992,COMPLETE,Compact,Complete,148136,0,1232,40,92440
,J12575852,6163,29/07/2011,,Unknown Status,Yard,Corporate System,7/08/1998,INCOMPLETE,5 Phase,Incomplete,,0,1156,824,16552
,J12604112,6163,3/06/2011,,Unknown Status,Yard,Corporate System,6/04/1997,INCOMPLETE,5 Phase,Incomplete,,0,624,696,42760
,J12701637,6163,3/11/2010,,Unknown Status,Yard,Corporate System,4/07/2000,INCOMPLETE,5 Phase,Incomplete,,0,920,56,14084
,J12628073,6163,5/02/2012,,Unknown Status,Yard,Corporate System,16/02/1998,INCOMPLETE,5 Phase,Incomplete,,0,696,640,24880
,J12585015,6163,24/08/2005,,Unknown Status,Yard,State,6/05/1997,INCOMPLETE,5 Phase,Incomplete,,0,1312,1376,77000
,J12759112,6163,17/10/2007,,Unknown Status,Yard,State,7/06/1998,INCOMPLETE,5 Phase,Incomplete,,0,860,1208,71920
,J12956503,6163,26/05/2008,,Unknown Status,Yard,State,23/08/2000,INCOMPLETE,5 Phase,Incomplete,,0,1044,896,11040
26/05/2008,J12900851,6163,6/05/2008,,Unknown Status,SL-300,State,3/02/2001,COMPLETE,Dual Phase,Complete,147788,0,2532,1200,59152
5/12/2007,J12804889,6163,8/01/2008,,Unknown Status,Core,State,28/08/1998,COMPLETE,Dual Phase,Complete,17492,0,328,536,18296
11/04/2008,J12907380,6163,27/05/2008,,Unknown Status,Core,Technical Doc,21/10/1999,COMPLETE,Dual Phase,Complete,17492,0,392,664,13536
9/11/2007,J12762051,6163,13/09/2007,,Unknown Status,Core,State,31/01/1998,COMPLETE,Dual Phase,Complete,17492,0,1204,388,50280
,J13002971,6163,27/10/2008,,Unknown Status,Core,State,4/10/1998,INCOMPLETE,Dual Phase,Incomplete,,0,664,468,72720
19/01/2009,J13015435,6163,26/01/2009,4/04/2009,Expired Over 2 Years Ago,Core,Corporate System,23/06/1998,COMPLETE,Dual Phase,Complete,151392,0,388,644,58840
26/02/2008,J12849936,6163,7/01/2008,,Unknown Status,Core,State,16/01/2002,COMPLETE,Dual Phase,Complete,17492,0,1536,336,13688
22/02/2008,J12835377,6163,23/07/2010,,Unknown Status,Core,Corporate System,2/09/2002,COMPLETE,Dual Phase,Complete,17492,0,392,292,61760
,J12750038,6163,16/09/2007,,Unknown Status,Core,State,30/06/1998,INCOMPLETE,Dual Phase,Incomplete,,0,1036,160,62680
5/10/2007,J12773019,6163,14/10/2007,,Unknown Status,Core,State,27/08/1999,COMPLETE,Compact,Complete,150268,0,1176,372,11116
24/10/2007,J12757177,6163,9/09/2007,,Unknown Status,Core,State,23/02/1998,COMPLETE,Compact,Complete,17492,0,628,256,40360
19/07/2009,J13018205,6163,18/08/2009,8/07/2009,Expired Over 2 Years Ago,Core,Technical Doc,8/11/1999,COMPLETE,Compact,Complete,151392,0,1636,540,25108
24/09/2007,J12689743,6163,6/08/2007,,Unknown Status,Core,State,24/11/1997,COMPLETE,Compact,Complete,17492,0,1388,16,98520
,J13010714,6163,21/05/2011,,Unknown Status,Core,Corporate System,15/09/1999,INCOMPLETE,Compact,Incomplete,,0,888,672,69600
,J12882017,6163,27/10/2008,,Unknown Status,Core,State,24/09/2002,INCOMPLETE,Compact,Incomplete,,0,1112,372,94320
30/09/2007,J12700533,6163,2/11/2010,,Unknown Status,Core,Corporate System,27/07/1997,COMPLETE,Compact,Complete,17492,0,1680,332,28960
25/10/2009,J13029924,6163,26/09/2009,13/10/2009,Expired Over 2 Years Ago,Core,Corporate System,28/08/2001,COMPLETE,Compact,Complete,151392,0,92,696,77680
16/01/2009,J13011151,6163,29/10/2008,20/02/2009,Expired Over 2 Years Ago,Core,Corporate System,1/03/2002,COMPLETE,Compact,Complete,151392,0,12,680,21592
21/01/2008,J12883995,6163,1/01/2008,,Unknown Status,Core,State,11/10/2000,COMPLETE,Compact,Complete,17492,0,1288,364,20520
,J12850016,6163,16/01/2008,,Unknown Status,Core,State,25/02/2002,INCOMPLETE,Compact,Incomplete,,0,1220,116,13048
6/01/2008,J12828579,6163,7/06/2008,,Unknown Status,Core,State,4/09/2000,COMPLETE,Compact,Complete,17492,0,1748,512,19216
22/10/2008,J13003356,6163,24/09/2008,,Unknown Status,Core,State,24/05/2000,COMPLETE,Compact,Complete,17492,0,1580,196,12548
10/05/2006,J12602327,2232,23/06/2010,6/06/2010,Recently Expired,Core,Public Company,6/01/1994,COMPLETE,Dual Phase,Complete,22616,0,244,60,11720
,J12553199,2232,22/12/2009,14/09/2010,Recently Expired,Core,State-Public,15/07/1992,INCOMPLETE,Dual Phase,Incomplete,,0,976,44,63600
22/12/2005,J12557237,2232,16/12/2009,16/07/2010,Recently Expired,Core,State-Public,9/05/1992,COMPLETE,Single Phase,Complete,35236,0,1000,36,38760
25/11/2007,J12816333,2232,12/11/2007,,Unknown Status,Yard,State,1/11/1999,COMPLETE,5 Phase,Complete,35236,0,52,880,25092
,J12670350,2232,29/04/2007,,Unknown Status,SL-300,State,27/02/2001,INCOMPLETE,Dual Phase,Incomplete,,0,2436,1100,66020
6/08/2008,J12970346,2232,2/09/2008,,Unknown Status,Core,State,3/06/2000,COMPLETE,Dual Phase,Complete,35236,0,148,392,15876
